Player,Nation,Pos,Team,League,Age,Height,Weight,Overall,Potential,TotalStats,BaseStats,BestPosition,ValueEUR,WageEUR,ClubNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
Onel Hernández,CUB,FW,Norwich City,Premier League,26.0,172,76,73,73,1789,398,RW,4200000,11000,25.0,Right,1,3,4,High,Medium,83,70,63,77,34,71,66,73,50,66,60,78,51,52,49,73,87,80,83,66,86,74,45,74,73,66,68,17,76,69,53,64,40,38,17
Oriol Romeu,ESP,MF,Southampton,Premier League,27.0,183,83,75,75,1740,356,CDM,6000000,44000,6.0,Right,2,3,2,Low,High,41,39,61,62,76,77,37,25,69,77,35,59,49,53,70,70,50,34,54,70,59,60,65,69,79,43,87,77,48,56,54,74,76,78,74
Ozan Kabak,TUR,DF,Schalke 04,Bundesliga,19.0,186,86,77,87,1731,390,CB,13000000,19000,4.0,Right,1,3,2,Medium,Medium,72,36,56,71,76,79,26,35,77,73,28,70,32,31,69,74,69,75,64,73,68,48,84,65,85,25,78,71,30,60,47,75,74,80,76
Pablo Fornals,ESP,MF,West Ham,Premier League,23.0,178,67,79,83,2063,439,CAM,16500000,41000,18.0,Right,2,3,4,High,High,68,76,78,80,70,67,75,77,50,81,72,79,70,70,78,83,70,66,76,75,75,77,48,78,63,80,66,74,76,80,55,75,72,72,71
Panagiotis Tachtsidis,GRE,MF,Lecce,Serie A,28.0,191,86,70,70,1852,382,CM,1700000,20000,77.0,Left,2,3,3,Medium,Medium,46,59,73,63,66,75,64,45,72,78,60,64,70,59,78,73,46,46,38,62,45,80,70,62,82,71,74,63,57,74,60,72,62,68,67
Papakouli Diop,SEN,MF,Eibar,La Liga,33.0,179,77,78,78,1999,405,CDM,4000000,28000,8.0,Right,1,3,3,Medium,Medium,41,66,68,67,78,85,58,57,75,72,67,63,70,69,74,76,39,43,61,75,66,82,79,73,90,71,89,79,59,65,61,73,76,79,77
Pascal Groß,GER,FW,Brighton,Premier League,28.0,181,78,77,77,2024,410,CM,8500000,57000,13.0,Right,2,4,4,High,High,52,72,81,75,59,71,82,72,53,81,65,76,83,76,80,77,54,50,66,75,73,74,71,84,68,74,64,62,75,81,65,79,57,61,60
Patrick Herrmann,GER,FW,M'Gladbach,Bundesliga,28.0,179,70,78,78,1902,395,RW,10000000,44000,7.0,Right,2,2,3,Medium,High,73,75,75,78,33,61,78,76,54,77,70,79,74,63,66,78,78,69,77,80,74,76,66,69,57,75,58,29,79,80,62,69,28,26,54
Patrick van Aanholt,NED,DF,Crystal Palace,Premier League,28.0,176,67,77,77,2094,443,LB,7500000,50000,3.0,Left,1,4,3,High,Low,86,68,71,76,71,71,69,66,61,73,60,76,72,76,74,77,85,87,78,74,76,76,90,79,63,69,75,69,74,68,60,67,71,75,76
Pau Torres,ESP,DF,Villarreal,La Liga,22.0,191,80,78,86,1771,386,CB,14000000,26000,4.0,Left,1,3,2,Medium,High,65,35,63,68,80,75,50,28,79,77,34,64,40,28,73,79,66,65,63,76,45,48,74,78,75,36,72,78,42,60,42,68,79,81,80
Paulo Dybala,ARG,FW,Juventus,Serie A,25.0,177,75,88,89,2154,452,CAM,71000000,190000,10.0,Left,3,3,4,Medium,Medium,85,85,84,92,43,63,82,84,64,87,88,91,88,88,75,94,89,82,92,84,90,82,75,78,60,87,48,42,85,87,86,84,32,48,40
Paulo Oliveira,POR,DF,Eibar,La Liga,27.0,187,82,76,77,1650,360,CB,7500000,25000,4.0,Right,1,2,2,Medium,High,61,35,51,61,77,75,36,25,77,67,36,60,33,29,63,68,59,63,50,72,44,61,85,69,78,29,71,76,30,41,45,60,76,79,76
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,27.0,182,81,80,80,1996,421,RWB,12500000,41000,3.0,Right,2,2,3,High,High,74,43,74,75,74,81,86,28,75,77,57,76,57,52,69,77,78,70,66,82,66,66,83,86,79,41,78,70,72,72,54,78,72,77,75
Pedro León,ESP,MF,Eibar,La Liga,32.0,183,73,79,79,1963,403,RM,7500000,33000,21.0,Right,2,3,4,Medium,Low,58,77,87,78,45,58,92,74,36,85,76,78,87,85,88,83,60,57,67,77,70,84,34,59,62,80,55,43,80,84,71,71,50,46,36
Pedro Neto,POR,FW,Wolves,Premier League,19.0,172,62,72,83,1681,367,LW,5500000,39000,7.0,Left,1,3,4,High,Medium,85,66,62,78,28,48,63,68,49,65,58,79,61,51,56,75,86,85,86,65,80,66,52,61,46,62,36,23,67,63,62,64,32,23,17
Pere Pons,ESP,MF,Alavés,La Liga,26.0,177,70,75,76,1917,411,CM,7500000,22000,20.0,Right,1,3,3,Medium,High,64,62,72,74,69,70,60,64,58,79,43,74,52,62,77,77,65,64,68,73,68,62,64,79,65,63,75,75,64,75,50,74,60,76,74
Pervis Estupiñán,ECU,DF,Osasuna,La Liga,21.0,175,73,79,86,1836,403,LB,15500000,29000,15.0,Left,1,3,2,High,Medium,83,32,66,73,74,75,79,20,75,79,38,72,59,36,62,73,82,84,76,72,72,41,65,79,75,42,74,69,52,42,40,59,70,80,79
Philip Billing,DEN,MF,Bournemouth,Premier League,23.0,197,80,75,81,2025,429,CDM,9000000,13000,29.0,Left,1,3,3,High,High,57,69,71,72,78,82,60,64,74,76,68,75,74,68,77,75,55,59,54,80,49,84,61,86,82,70,82,83,64,68,52,74,75,81,74
Philipp Max,GER,DF,Augsburg,Bundesliga,25.0,177,77,79,80,2064,444,LB,13000000,20000,31.0,Left,1,3,3,High,Medium,81,67,78,75,71,72,89,66,59,77,45,73,80,74,74,77,79,82,76,77,74,84,66,85,66,63,72,72,68,70,41,74,70,74,74
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,30.0,187,80,87,87,2072,441,ST,45000000,170000,14.0,Right,3,4,4,High,High,93,86,75,80,38,69,76,91,75,77,84,80,81,76,64,82,91,94,77,88,68,82,75,80,74,78,43,48,93,77,78,88,27,29,36
Piotr Zieliński,POL,MF,Napoli,Serie A,25.0,180,75,80,83,2080,445,CAM,18000000,69000,20.0,Right,3,5,4,Medium,Medium,79,72,81,83,70,60,77,68,52,84,75,85,80,65,80,85,77,81,78,76,76,76,52,71,56,82,56,75,77,83,51,75,69,72,71
Pol Lirola,ESP,DF,Fiorentina,Serie A,21.0,183,75,71,76,1873,404,RM,3200000,25000,21.0,Right,1,3,3,Medium,High,77,48,68,73,71,67,76,40,64,72,58,74,73,30,68,74,78,76,68,71,73,58,66,72,64,52,70,70,66,62,30,70,70,74,73
Portu,ESP,FW,Real Sociedad,La Liga,27.0,167,66,83,83,2190,470,RW,26000000,50000,7.0,Right,1,4,3,High,High,90,79,81,82,59,79,80,82,77,83,72,84,80,64,79,81,90,90,81,78,81,82,75,89,73,75,82,55,80,82,53,74,55,61,59
Radja Nainggolan,BEL,MF,Cagliari,Serie A,31.0,176,65,83,83,2270,478,CDM,20000000,125000,44.0,Right,3,3,3,High,High,71,80,80,83,83,81,73,75,59,85,75,83,73,68,82,84,71,71,75,85,83,86,74,89,75,89,88,86,84,80,63,84,83,86,90
Rafael Czichos,GER,DF,Köln,Bundesliga,29.0,187,86,72,72,1727,369,CB,2500000,18000,5.0,Left,1,3,2,Medium,Medium,52,48,59,62,73,75,56,42,69,66,33,59,52,57,67,67,51,52,60,65,56,65,73,67,80,51,72,73,43,47,36,69,72,75,72
Rafael Leão,POR,FW,Milan,Serie A,20.0,188,81,74,83,1805,397,RM,9000000,26000,17.0,Right,1,4,4,High,Low,86,72,64,79,27,69,62,76,58,67,65,82,72,58,52,79,88,85,74,73,59,77,62,65,76,62,59,21,74,69,63,76,25,24,21
Rafael Tolói,BRA,DF,Atalanta,Serie A,28.0,185,75,77,77,1837,379,CB,7500000,47000,2.0,Right,2,3,2,Medium,High,63,47,58,62,81,68,44,28,78,66,30,58,41,70,68,66,65,62,61,78,66,75,76,56,69,62,78,82,40,50,64,78,79,82,80
Rafinha,BRA,MF,Celta Vigo,La Liga,26.0,174,71,79,80,2077,437,CAM,14000000,140000,12.0,Left,2,4,4,High,Medium,69,76,79,84,68,61,72,73,55,85,76,86,75,61,76,83,68,69,79,77,79,80,74,58,66,82,50,70,77,81,67,80,68,72,66
Ragnar Klavan,EST,DF,Cagliari,Serie A,33.0,187,78,74,74,1689,348,CB,2100000,25000,15.0,Left,2,3,2,Medium,Medium,38,48,63,60,76,63,52,38,78,72,34,56,48,34,73,68,42,35,55,71,54,67,70,36,70,56,77,74,38,60,44,67,75,78,75
Raheem Sterling,ENG,FW,Manchester City,Premier League,24.0,170,69,88,90,2111,455,LW,72500000,270000,7.0,Right,3,3,4,High,Medium,93,81,79,90,45,67,78,85,46,84,67,90,77,63,69,88,96,90,94,90,94,78,57,79,65,79,59,30,92,82,69,80,47,53,47
Rani Khedira,GER,MF,Augsburg,Bundesliga,25.0,188,84,75,78,1741,376,CB,7500000,23000,8.0,Right,1,3,2,Medium,Medium,58,43,61,61,76,77,42,34,74,75,29,57,38,41,68,68,54,62,59,72,57,58,66,75,78,51,79,80,43,59,46,67,73,76,74
Raphaël Guerreiro,POR,DF,Dortmund,Bundesliga,25.0,170,71,84,85,2148,453,CAM,36500000,86000,13.0,Left,3,2,4,Medium,Medium,74,78,84,87,73,57,82,80,37,87,79,87,85,82,78,88,82,67,87,84,90,79,53,77,49,80,52,81,79,84,44,86,76,76,78
Raphaël Varane,FRA,DF,Real Madrid,La Liga,26.0,191,81,86,88,1933,428,CB,46500000,220000,5.0,Right,3,3,2,Medium,High,82,49,64,64,87,82,42,46,85,78,42,55,46,52,77,79,79,85,62,86,39,52,81,75,86,53,80,87,52,59,43,83,89,87,86
Raúl Albiol,ESP,DF,Villarreal,La Liga,33.0,187,74,82,82,1754,372,CB,8000000,41000,3.0,Right,3,3,2,Low,High,45,41,62,63,86,75,38,27,77,74,31,59,53,45,72,71,48,43,53,82,55,65,76,56,81,53,81,86,30,64,37,75,89,87,85
Raúl García,ESP,MF,Athletic Club,La Liga,33.0,184,83,80,80,2182,443,CM,9500000,33000,22.0,Right,2,3,3,Medium,Medium,46,83,81,78,72,83,80,83,90,83,55,80,78,68,82,84,45,46,57,83,63,85,92,75,85,86,84,69,84,83,81,82,69,74,63
Raúl Jiménez,MEX,FW,Wolves,Premier League,28.0,188,81,84,84,2120,450,ST,31000000,140000,9.0,Right,3,4,3,High,High,78,82,76,82,49,83,73,84,85,81,82,84,75,51,75,83,73,82,75,83,68,83,75,86,84,74,81,53,84,78,92,81,53,38,30
Remo Freuler,SUI,MF,Atalanta,Serie A,27.0,180,80,78,78,2016,427,CM,10500000,54000,11.0,Right,2,3,4,Medium,Medium,67,69,75,76,72,68,72,65,41,79,68,77,60,70,77,79,68,66,69,80,61,73,56,83,64,75,64,77,77,75,61,80,76,76,71
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,21.0,173,68,81,87,2151,458,LB,21500000,49000,12.0,Left,1,3,4,High,Medium,84,67,76,81,75,75,81,64,68,76,59,81,81,57,75,81,85,83,83,80,82,76,76,84,69,68,78,76,76,73,54,79,75,77,78
Renato Steffen,SUI,MF,Wolfsburg,Bundesliga,27.0,170,65,78,78,2048,421,RM,10500000,48000,8.0,Left,1,3,3,High,Medium,79,75,74,80,48,65,76,75,70,77,77,79,79,72,67,78,86,73,90,78,91,77,87,76,57,75,67,38,75,73,55,75,54,39,52
Ricardo Pereira,POR,DF,Leicester City,Premier League,25.0,175,70,85,87,2191,467,RB,40500000,120000,21.0,Right,3,4,3,High,High,83,66,79,82,81,76,82,63,65,83,59,82,78,52,78,82,84,83,79,85,79,74,75,88,69,64,79,81,75,77,61,81,82,84,83
Riccardo Gagliolo,SWE,DF,Parma,Serie A,29.0,180,75,74,74,1755,385,LB,4400000,25000,7.0,Left,1,4,2,Medium,High,74,51,53,63,72,72,66,44,68,66,40,56,28,22,57,68,75,73,72,71,78,71,87,74,70,57,70,72,36,26,38,71,69,76,75
Riccardo Orsolini,ITA,FW,Bologna,Serie A,22.0,183,73,75,84,1869,398,CAM,10500000,25000,7.0,Left,1,4,4,High,Medium,78,69,73,80,39,59,77,64,52,76,72,81,80,68,64,82,79,78,79,72,71,79,59,68,60,74,44,40,67,71,56,74,52,26,24
Richarlison,BRA,FW,Everton,Premier League,22.0,181,71,81,88,2086,444,ST,25500000,90000,7.0,Right,1,5,4,High,High,83,78,72,81,50,80,73,82,81,77,74,84,74,65,61,80,79,86,78,80,72,82,83,82,77,68,82,40,82,74,75,81,46,52,46
Ridle Baku,GER,DF,Mainz 05,Bundesliga,21.0,176,75,72,82,1917,416,RM,4500000,15000,34.0,Right,1,4,3,High,Medium,83,59,68,75,65,66,65,61,51,76,51,75,59,45,67,73,79,86,80,70,87,61,76,74,59,54,73,73,64,66,51,61,69,62,64
Riyad Mahrez,ALG,FW,Manchester City,Premier League,28.0,179,67,85,85,2034,430,RW,37500000,210000,26.0,Left,3,4,5,Medium,Medium,83,79,81,90,38,59,83,79,48,80,76,90,84,78,75,91,87,79,92,81,88,79,60,76,55,80,48,39,80,84,70,84,45,31,22
Robert Andrich,GER,MF,Union Berlin,Bundesliga,24.0,189,83,72,75,1967,410,CM,3800000,20000,30.0,Right,1,3,3,High,Medium,59,63,73,69,69,77,69,56,69,76,45,69,76,75,73,73,64,55,59,72,57,78,81,77,78,68,75,72,67,68,58,69,65,70,68
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,30.0,184,80,91,91,2195,457,ST,80000000,240000,9.0,Right,4,4,4,High,Medium,78,91,78,85,43,82,71,94,85,84,89,85,79,85,70,88,77,78,77,93,82,89,84,76,86,85,81,49,94,79,88,88,35,42,19
Robert Skov,DEN,DF,Hoffenheim,Bundesliga,23.0,185,81,75,81,2123,444,LM,8000000,24000,29.0,Left,1,3,3,High,Medium,79,77,77,76,64,71,86,72,52,74,73,77,87,89,69,75,78,79,76,74,74,88,49,77,69,82,75,60,73,72,74,73,65,69,65
Roberto Firmino,BRA,FW,Liverpool,Premier League,27.0,181,76,87,87,2208,467,CF,52000000,190000,9.0,Right,3,4,5,High,High,77,80,81,90,61,78,73,80,75,87,85,90,81,65,76,91,78,77,85,90,86,82,81,88,74,77,75,58,86,86,72,88,60,64,42
Roberto Pereyra,ARG,FW,Watford,Premier League,28.0,182,77,77,77,2030,430,LM,8500000,20000,37.0,Right,2,4,4,High,Medium,75,73,76,80,61,65,75,72,60,78,73,82,78,74,74,80,76,75,76,74,76,72,65,60,68,74,66,70,75,77,72,78,50,64,70
Roberto Soldado,ESP,FW,Granada,La Liga,34.0,180,74,76,76,1914,388,ST,3500000,21000,9.0,Right,3,4,3,High,Low,54,78,71,73,44,68,66,79,78,79,81,73,70,66,58,77,54,54,64,77,62,79,75,54,72,72,76,41,81,75,79,76,38,41,38
Roberto Soriano,ITA,MF,Bologna,Serie A,28.0,182,76,77,77,2063,433,CAM,8500000,34000,21.0,Right,2,4,4,Medium,Medium,68,74,77,79,67,68,77,72,67,79,73,80,78,56,77,79,66,70,77,73,72,77,63,70,67,77,71,68,75,78,62,75,67,66,65
Roberto Torres,ESP,MF,Osasuna,La Liga,30.0,178,72,77,77,2079,433,RM,8000000,31000,10.0,Right,1,4,3,Medium,Medium,66,78,78,75,65,71,80,78,52,77,63,76,75,82,78,77,69,63,66,80,70,82,63,76,69,79,72,69,78,79,77,78,63,69,65
Robin Gosens,GER,DF,Atalanta,Serie A,25.0,183,76,82,82,2197,469,LM,24000000,68000,8.0,Left,1,3,3,High,High,83,74,78,77,77,80,82,77,78,80,71,78,70,58,77,79,84,82,70,84,66,76,91,86,76,68,80,77,84,77,50,75,75,78,79
Robin Koch,GER,DF,Freiburg,Bundesliga,23.0,191,86,76,84,1733,383,CB,10500000,64000,5.0,Right,1,3,2,Medium,Medium,71,38,59,63,77,75,40,27,78,71,29,58,31,28,70,70,67,74,62,75,60,56,66,72,78,42,73,76,52,64,38,71,78,78,76
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,22.0,187,81,75,82,1518,333,CB,8500000,20000,24.0,Right,1,3,2,Medium,Medium,60,25,52,47,77,72,35,19,74,80,25,32,29,25,52,68,59,61,43,63,55,40,80,53,82,22,68,77,21,31,34,55,77,78,74
Robin Quaison,SWE,FW,Mainz 05,Bundesliga,25.0,183,77,76,77,1939,412,ST,9000000,29000,7.0,Right,1,3,3,High,Medium,75,77,68,79,44,69,67,79,54,72,76,80,73,56,67,80,77,74,75,79,75,77,55,78,72,76,54,49,81,63,65,76,39,39,55
Rodri,ESP,MF,Manchester City,Premier League,23.0,191,82,85,88,2093,448,CDM,44000000,145000,16.0,Right,2,4,3,Medium,High,65,68,77,77,82,79,63,64,75,85,59,76,65,54,82,82,66,65,68,82,69,74,69,84,79,76,76,83,75,82,46,85,83,84,78
Rodrigo,ESP,FW,Valencia,La Liga,28.0,182,77,82,82,2073,442,ST,22000000,140000,20.0,Left,3,3,4,High,Medium,91,79,76,81,44,71,77,80,80,81,77,81,83,67,58,82,90,91,79,83,74,82,77,75,69,76,68,31,83,81,77,80,44,41,40
Rodrigo Becão,BRA,DF,Udinese,Serie A,23.0,191,79,72,79,1528,331,CB,3900000,10000,50.0,Right,1,2,2,Low,Medium,55,32,55,46,74,69,48,30,74,69,24,36,45,27,65,57,51,58,48,70,47,42,71,57,73,32,74,70,28,39,31,64,76,75,73
Rodrigo Bentancur,URU,MF,Juventus,Serie A,22.0,187,78,79,85,2060,437,CM,17000000,67000,30.0,Right,1,4,4,Medium,Medium,72,58,79,82,73,73,77,52,62,85,60,84,68,68,79,85,68,76,68,78,68,65,73,87,64,62,78,71,64,76,64,80,76,76,71
Rodrigo Palacio,ARG,FW,Bologna,Serie A,37.0,176,70,75,75,2003,406,RW,2400000,24000,24.0,Right,2,3,4,High,High,72,71,72,82,46,63,72,75,73,76,76,82,78,67,56,84,73,71,78,77,82,70,72,65,56,60,78,41,80,77,75,82,51,39,37
Rolando Mandragora,ITA,MF,Udinese,Serie A,22.0,183,76,74,80,1970,411,CDM,7500000,14000,38.0,Left,1,3,3,Medium,High,55,63,73,75,74,71,65,59,65,78,55,76,66,57,76,76,50,59,71,74,73,70,67,73,72,69,67,75,62,76,52,69,77,75,69
Romain Saïss,MAR,DF,Wolves,Premier League,29.0,188,84,78,78,1933,412,CB,8500000,69000,27.0,Left,1,3,3,Medium,High,62,56,70,70,78,76,54,52,77,79,47,68,61,48,78,74,59,64,65,77,61,67,80,73,73,58,84,80,51,73,47,79,79,78,76
Romelu Lukaku,BEL,FW,Inter,Serie A,26.0,191,94,85,86,2019,437,ST,45000000,165000,9.0,Left,3,4,3,Medium,Medium,81,83,76,75,38,84,73,86,85,79,77,78,78,66,71,78,77,84,60,86,46,87,71,73,95,74,71,27,86,78,78,83,30,41,30
Ronaldo Vieira,GNB,MF,Sampdoria,Serie A,21.0,178,70,72,81,1902,415,CDM,4500000,9000,4.0,Right,1,3,3,Medium,Medium,75,58,66,72,68,76,56,53,53,74,50,71,63,49,67,73,73,76,73,67,78,65,67,77,75,62,80,68,58,66,57,71,68,72,68
Roque Mesa,ESP,MF,Leganés,La Liga,30.0,171,74,77,77,1988,430,CDM,7500000,27000,26.0,Right,2,3,3,Medium,High,67,64,74,77,72,76,69,68,32,80,37,76,50,51,78,78,67,67,73,80,87,66,75,78,72,61,86,78,76,79,45,80,75,78,76
Rouwen Hennings,GER,FW,Düsseldorf,Bundesliga,31.0,180,80,75,75,1900,392,ST,5500000,28000,28.0,Left,1,3,3,High,High,65,80,62,68,40,77,61,81,73,64,72,67,68,67,59,71,63,66,62,74,67,84,73,75,77,79,78,36,76,59,78,69,38,35,34
Ruben Vargas,SUI,FW,Augsburg,Bundesliga,20.0,174,68,74,83,1923,413,LM,8500000,18000,16.0,Left,1,3,3,High,Medium,85,67,65,78,54,64,68,68,66,67,62,76,59,48,65,76,88,83,91,71,90,69,82,78,62,67,49,48,68,64,62,61,59,51,45
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,28.0,183,81,78,78,2156,444,CDM,10000000,24000,14.0,Right,1,4,3,Medium,High,62,73,79,71,78,81,73,66,74,80,67,71,84,85,83,75,61,62,61,79,67,85,78,83,77,81,88,81,62,77,66,75,76,80,76
Rubén Duarte,ESP,DF,Alavés,La Liga,23.0,180,75,77,82,1804,381,LB,10500000,20000,3.0,Left,1,2,2,Medium,Medium,67,36,65,67,77,69,76,28,75,77,34,64,60,62,65,73,69,66,64,73,67,51,60,69,70,33,70,74,54,37,40,64,78,79,80
Rubén García,ESP,MF,Osasuna,La Liga,26.0,171,71,79,79,1958,408,LM,13500000,37000,14.0,Left,1,2,4,High,Medium,78,76,79,80,38,57,78,78,56,80,59,79,74,78,79,80,85,73,81,73,86,76,65,69,49,78,58,33,74,78,69,67,35,40,35
Rubén Peña,ESP,DF,Villarreal,La Liga,28.0,170,65,80,80,2095,450,RB,12500000,37000,20.0,Right,1,3,4,High,Low,82,71,72,81,75,69,81,71,72,77,66,82,59,56,66,81,78,86,78,78,85,75,69,78,66,66,63,72,78,65,64,72,72,78,79
Rubén Pérez,ESP,MF,Leganés,La Liga,30.0,178,73,74,74,1879,384,CDM,4800000,13000,21.0,Right,1,3,2,Medium,Medium,39,64,70,65,73,73,52,58,56,78,26,62,55,57,75,72,44,35,59,76,63,79,71,72,70,71,82,80,72,76,64,71,69,78,71
Rubén Rochina,ESP,MF,Levante,La Liga,28.0,182,76,77,77,2036,428,CAM,8500000,26000,16.0,Left,1,2,4,Medium,Medium,70,77,77,81,54,69,69,74,54,79,68,83,81,77,77,82,72,68,75,73,79,82,63,68,71,83,65,53,73,79,67,82,51,57,53
Ruslan Malinovskyi,UKR,MF,Atalanta,Serie A,26.0,181,79,79,80,2155,453,CM,14000000,58000,18.0,Left,1,4,4,High,High,70,79,81,78,66,79,79,73,75,82,70,81,85,88,81,82,68,71,62,74,65,90,71,81,79,87,78,66,70,79,83,75,61,72,50
Ryan Bertrand,ENG,DF,Southampton,Premier League,29.0,179,85,78,78,1984,423,LB,8000000,50000,3.0,Left,2,3,3,High,Medium,78,53,70,76,76,70,77,50,68,76,43,76,74,66,69,77,77,78,73,75,69,59,71,72,67,54,77,76,63,51,52,76,74,79,77
Ryan Fraser,SCO,MF,Bournemouth,Premier League,25.0,163,70,79,80,2001,423,LM,15000000,47000,21.0,Right,1,4,3,High,Medium,88,72,76,81,46,60,77,72,30,76,64,79,83,72,71,78,92,84,95,75,96,71,56,76,50,73,65,45,75,76,69,79,45,53,42
Ryan Fredericks,ENG,DF,West Ham,Premier League,26.0,181,74,76,77,1923,421,RB,7500000,34000,24.0,Right,1,3,3,High,Medium,92,51,66,73,70,69,73,47,56,72,51,74,64,42,60,71,93,91,76,72,76,58,62,76,65,46,73,69,65,60,61,63,72,71,72
Rúben Neves,POR,MF,Wolves,Premier League,22.0,180,80,82,87,2155,441,CM,29000000,89000,8.0,Right,2,4,3,Low,High,61,75,84,77,71,73,78,66,53,86,82,76,85,84,87,82,63,60,65,79,70,86,67,78,67,84,82,77,65,86,76,83,70,75,70
Rúben Vezo,POR,DF,Levante,La Liga,25.0,183,80,77,82,1902,412,CB,10500000,23000,14.0,Right,1,2,2,Medium,Medium,76,54,63,64,79,76,64,53,74,70,51,59,57,32,68,67,74,77,68,75,71,59,82,72,77,55,77,79,45,55,50,70,78,81,80
Sadio Mané,SEN,FW,Liverpool,Premier League,27.0,175,69,90,90,2203,469,LW,78000000,250000,10.0,Right,3,4,4,High,Medium,94,85,80,90,44,76,76,90,84,85,75,91,76,64,71,89,95,93,93,93,86,84,86,88,70,78,75,35,92,85,71,84,42,42,38
Salva Sevilla,ESP,MF,Mallorca,La Liga,35.0,178,71,74,74,1837,372,CM,1800000,7000,8.0,Right,2,3,3,Medium,Medium,43,70,80,71,48,60,75,64,53,80,56,71,81,83,82,78,38,47,52,72,65,81,34,60,62,79,60,55,66,82,71,73,42,50,38
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,20.0,172,70,77,86,1859,404,LM,14000000,23000,11.0,Left,1,2,4,High,Medium,88,72,66,84,36,58,69,71,44,69,70,87,71,58,56,80,92,85,87,72,80,76,67,73,53,74,47,33,75,68,55,70,40,32,33
Sandro Tonali,ITA,MF,Brescia,Serie A,19.0,181,80,77,91,2084,448,CM,18500000,25000,8.0,Right,1,4,3,Medium,High,80,65,78,77,72,76,70,60,69,82,60,76,75,75,81,79,83,78,74,74,75,75,63,74,79,70,76,74,60,78,64,74,70,74,72
Santi Mina,ESP,FW,Celta Vigo,La Liga,23.0,181,77,76,80,1992,419,ST,10000000,22000,22.0,Right,1,3,3,High,Medium,76,74,69,76,53,71,73,74,76,71,74,76,69,55,65,77,74,78,75,77,72,77,73,74,71,71,69,55,81,68,67,69,51,46,49
Saša Lukić,SRB,MF,Torino,Serie A,22.0,183,77,74,81,1958,411,CM,8000000,30000,7.0,Right,1,3,3,Medium,Medium,64,60,75,76,69,67,66,54,58,80,68,77,72,68,77,81,65,63,65,70,73,68,63,66,69,64,64,67,58,76,66,76,69,72,71
Scott McTominay,SCO,MF,Manchester Utd,Premier League,22.0,193,88,79,84,2087,450,CM,15500000,85000,39.0,Right,1,3,3,High,High,68,71,75,76,76,84,70,66,77,80,62,77,70,55,79,78,67,68,69,78,62,81,70,84,84,80,85,75,68,75,59,78,74,80,72
Sead Kolašinac,BIH,DF,Arsenal,Premier League,26.0,183,86,78,79,2021,441,CB,10500000,69000,31.0,Left,2,2,3,High,Medium,73,63,71,73,74,87,74,57,74,78,55,75,61,42,62,76,69,77,60,72,55,82,79,78,90,58,93,70,73,74,54,72,71,79,77
Sebastiaan Bornauw,BEL,DF,Köln,Bundesliga,20.0,191,83,75,83,1758,391,CB,9000000,17000,33.0,Right,1,3,2,Medium,Medium,73,41,61,65,75,76,65,34,80,64,26,64,41,42,71,67,69,77,61,72,55,61,65,67,79,39,82,72,48,54,34,65,76,76,71
Sebastian Andersson,SWE,FW,Union Berlin,Bundesliga,28.0,190,86,76,76,1724,370,ST,8000000,30000,9.0,Right,1,2,2,High,Medium,63,76,54,69,31,77,32,80,83,72,74,69,39,42,39,74,62,64,61,75,55,77,72,76,80,66,72,25,79,62,65,70,21,30,24
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,28.0,180,71,77,77,2010,429,CDM,7500000,27000,17.0,Right,2,3,3,High,High,68,64,71,73,76,77,69,60,66,76,55,73,51,52,74,74,71,65,69,76,74,75,76,75,75,68,85,79,70,73,51,76,78,77,74
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,29.0,180,72,77,77,2082,430,CM,8000000,29000,13.0,Right,2,3,3,Medium,Medium,66,67,78,77,75,67,73,62,59,80,66,76,81,77,80,80,66,66,75,78,74,73,65,77,66,72,58,81,69,78,71,80,79,73,71
Sebastian Vasiliadis,GRE,MF,Paderborn 07,Bundesliga,21.0,175,75,72,78,1912,413,CAM,4200000,13000,39.0,Right,1,3,3,Medium,Medium,72,61,68,75,65,72,59,59,46,75,42,73,45,56,68,75,74,71,78,73,85,68,66,85,68,62,68,63,70,74,49,73,66,72,63
Seko Fofana,CIV,MF,Udinese,Serie A,24.0,184,77,76,80,2003,439,CM,10000000,36000,8.0,Right,2,4,3,High,High,76,71,70,76,70,76,62,66,58,78,50,78,62,42,74,76,75,77,73,76,69,81,61,78,76,79,76,74,76,72,56,72,68,75,68
