Player,Nation,Pos,Team,League,Age,Height,Weight,MatchesPlayed,Starts,MinutesPlayed,Goals,Assists,PenaltyGoals,PenaltiesAtt,YellowCards,RedCards,Per90MinutesGls,Per90MinutesAst,Per90MinutesG+A,Per90MinutesG-PK,Per90MinutesG+A-PK,xG,npxG,xA,Per90MinutesxG,Per90MinutesxA,Per90MinutesxG+xA,Per90MinutesnpxG,Per90MinutesnpxG+xA,90sPlayed,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,VsDribblesTkl,VsDribblesAtt,VsDribblesTkl%,VsDribblesPast,Pressures,SuccessfulPressures,Pressures%,PressuresDef3rd,PressuresMid3rd,PressuresAtt3rd,Blocks,BlockedShots,BlockedSoT,BlockedPasses,PassesIntercepted,Tkl+Int,Clearances,ErrorsLeadingToShot,SCA,SCA90,SCATypesPassLive,SCATypesPassDead,SCATypesDrib,SCATypesSh,SCATypesFld,GCA,GCA90,GCATypesPassLive,GCATypesPassDead,GCATypesDrib,GCATypesSh,GCATypesFld,GCATypesOG,TotalCmp,TotalAtt,TotalCmp%,TotalTotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,LongAst,LongxA,LongA-xA,LongKP,Long,LongPPA,LongCrsPA,LongProg,PassTypesLive,PassTypesDead,PassTypesFK,PassTypesTB,PassTypesPress,PassTypesSw,PassTypesCrs,PassTypesCK,CornerKicksIn,CornerKicksOut,CornerKicksStr,GroundPasses,LowPasses,HighPasses,LeftFootPasses,RightFootPasses,HeadedPasses,ThrowInsTaken,MiscPasses,OutcomesOff,OutcomesOut,OutcomesInt,OutcomesBlocks,TouchesTouches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribblesSucc,DribblesAtt,DribblesSucc%,Dribbles#Pl,DribblesMegs,Carries,CarriesTotDist,CarriesPrgDist,ReceivingTarg,ReceivingRec,ReceivingRec%,ReceivingMiscon,ReceivingDispos,StandardSh,StandardSoT,StandardSoT%,StandardSh/90,StandardSoT/90,StandardG/Sh,StandardG/SoT,StandardFK,ExpectednpxG/Sh,ExpectedG-xG,Expectednp:G-xG
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,26.0,188,80,27,21,1807,1,1,0,0,5,0,0.05,0.05,0.1,0.05,0.1,1.0,1.0,0.2,0.05,0.01,0.06,0.05,0.06,20.1,66.0,47,37.0,22.0,7.0,19.0,51.0,37.3,32.0,461.0,131.0,28.4,208.0,208.0,45.0,41.0,10.0,0.0,31.0,24,90,59.0,0.0,18.0,0.9,15.0,0.0,1.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,946.0,1114.0,84.9,19637.0,4245.0,18.0,24.0,75.0,665.0,750.0,88.7,263.0,340.0,77.4,1,0.2,0.8,6.0,87.0,4.0,0.0,82.0,1081.0,33.0,33.0,1.0,214.0,72.0,0,0.0,0.0,0.0,0.0,794.0,117.0,203.0,894.0,142.0,52.0,0.0,4.0,5.0,25.0,16.0,9.0,1365.0,98.0,438.0,888.0,129.0,10.0,1339.0,16.0,19.0,84.2,16.0,0.0,929.0,5644.0,2608.0,942.0,896.0,95.1,12.0,17.0,17,4,23.5,0.85,0.2,0.06,0.25,0.0,0.06,0.0,0.0
George Baldock,ENG,DF,Sheffield Utd,Premier League,26.0,175,67,38,38,3420,2,3,0,0,7,0,0.05,0.08,0.13,0.05,0.13,0.9,0.9,2.5,0.02,0.07,0.09,0.02,0.09,38.0,74.0,45,44.0,17.0,13.0,25.0,48.0,52.1,23.0,563.0,157.0,27.9,244.0,208.0,111.0,63.0,5.0,0.0,58.0,30,104,87.0,3.0,65.0,1.71,52.0,4.0,6.0,0.0,3.0,6.0,0.16,4.0,0.0,1.0,0.0,1.0,0.0,1173.0,1552.0,75.6,18048.0,6540.0,34.0,110.0,30.9,1002.0,1141.0,87.8,137.0,301.0,45.5,3,2.5,0.5,27.0,60.0,45.0,28.0,170.0,1249.0,303.0,7.0,1.0,271.0,25.0,96,1.0,1.0,0.0,0.0,766.0,372.0,414.0,51.0,1108.0,69.0,295.0,7.0,4.0,32.0,17.0,88.0,1937.0,106.0,417.0,692.0,930.0,64.0,1641.0,43.0,67.0,64.2,46.0,0.0,1156.0,7488.0,3889.0,1250.0,1055.0,84.4,33.0,31.0,13,5,38.5,0.34,0.13,0.15,0.4,0.0,0.07,1.1,1.1
Georginio Wijnaldum,NED,MF,Liverpool,Premier League,28.0,175,69,37,35,2935,4,0,0,0,0,0,0.12,0.0,0.12,0.12,0.12,3.1,3.1,1.2,0.09,0.04,0.13,0.09,0.13,32.6,37.0,29,13.0,17.0,7.0,5.0,34.0,14.7,29.0,489.0,160.0,32.7,126.0,256.0,107.0,35.0,4.0,0.0,31.0,14,51,34.0,1.0,45.0,1.38,36.0,0.0,5.0,1.0,3.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,1477.0,1628.0,90.7,25469.0,4629.0,24.0,54.0,44.4,1231.0,1320.0,93.3,222.0,254.0,87.4,0,1.2,-1.2,18.0,131.0,22.0,0.0,103.0,1600.0,28.0,15.0,4.0,276.0,31.0,6,0.0,0.0,0.0,0.0,1298.0,196.0,134.0,171.0,1359.0,53.0,13.0,7.0,1.0,9.0,17.0,27.0,1919.0,41.0,289.0,1191.0,563.0,82.0,1892.0,49.0,78.0,62.8,50.0,5.0,1504.0,8143.0,3620.0,1635.0,1441.0,88.1,36.0,41.0,36,15,41.7,1.1,0.46,0.11,0.27,0.0,0.09,0.9,0.9
Gerard Deulofeu,ESP,FW,Watford,Premier League,25.0,177,73,28,25,2098,4,5,1,1,3,0,0.17,0.21,0.39,0.13,0.34,5.2,4.5,4.6,0.22,0.2,0.42,0.19,0.39,23.3,29.0,21,15.0,8.0,6.0,13.0,66.0,19.7,53.0,511.0,133.0,26.0,114.0,208.0,189.0,16.0,0.0,0.0,16.0,26,55,6.0,0.0,88.0,3.78,51.0,10.0,14.0,7.0,6.0,7.0,0.3,5.0,0.0,1.0,0.0,1.0,0.0,603.0,823.0,73.3,10192.0,2557.0,26.0,73.0,35.6,460.0,557.0,82.6,117.0,193.0,60.6,5,4.6,0.4,45.0,30.0,30.0,2.0,76.0,731.0,92.0,30.0,3.0,178.0,25.0,59,33.0,14.0,11.0,4.0,544.0,151.0,128.0,66.0,732.0,9.0,8.0,6.0,4.0,9.0,20.0,48.0,1126.0,13.0,145.0,431.0,667.0,155.0,1036.0,63.0,108.0,58.3,69.0,2.0,895.0,8040.0,5493.0,1107.0,769.0,69.5,53.0,50.0,63,22,34.9,2.7,0.94,0.05,0.14,8.0,0.07,-1.2,-1.5
Gerard Moreno,ESP,FW,Villarreal,La Liga,27.0,180,77,35,33,2744,18,5,1,2,5,0,0.59,0.16,0.75,0.56,0.72,13.4,11.9,6.6,0.44,0.22,0.66,0.39,0.61,30.5,17.0,14,2.0,11.0,4.0,7.0,48.0,14.6,41.0,392.0,90.0,23.0,57.0,217.0,118.0,30.0,4.0,0.0,26.0,8,25,44.0,0.0,92.0,3.02,70.0,2.0,10.0,6.0,4.0,17.0,0.56,9.0,0.0,3.0,3.0,2.0,0.0,743.0,1027.0,72.3,14410.0,3333.0,18.0,63.0,28.6,544.0,688.0,79.1,181.0,276.0,65.6,5,6.6,-1.6,50.0,67.0,41.0,13.0,107.0,987.0,40.0,6.0,7.0,244.0,41.0,54,1.0,0.0,0.0,0.0,598.0,237.0,192.0,775.0,162.0,33.0,7.0,12.0,7.0,24.0,21.0,48.0,1447.0,56.0,131.0,813.0,574.0,150.0,1408.0,61.0,101.0,60.4,63.0,0.0,1041.0,5931.0,2975.0,1648.0,1152.0,69.9,95.0,47.0,85,32,37.6,2.79,1.05,0.2,0.53,0.0,0.14,4.6,5.1
Gerard Piqué,ESP,DF,Barcelona,La Liga,32.0,194,85,35,35,3092,1,0,0,0,15,0,0.03,0.0,0.03,0.03,0.03,2.3,2.3,0.6,0.07,0.02,0.08,0.07,0.08,34.4,37.0,22,21.0,16.0,0.0,14.0,29.0,48.3,15.0,244.0,83.0,34.0,128.0,109.0,7.0,66.0,26.0,2.0,40.0,36,73,182.0,1.0,12.0,0.35,12.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,2469.0,2659.0,92.9,53752.0,14795.0,16.0,34.0,47.1,1647.0,1723.0,95.6,806.0,902.0,89.4,0,0.6,-0.6,5.0,192.0,3.0,0.0,119.0,2548.0,111.0,91.0,2.0,275.0,79.0,3,0.0,0.0,0.0,0.0,2121.0,227.0,311.0,113.0,2364.0,99.0,9.0,13.0,1.0,25.0,14.0,14.0,2996.0,427.0,1406.0,1709.0,95.0,28.0,2891.0,9.0,9.0,100.0,9.0,0.0,2084.0,13521.0,8080.0,2211.0,2171.0,98.2,9.0,7.0,15,6,40.0,0.44,0.17,0.07,0.17,1.0,0.15,-1.3,-1.3
Germán Pezzella,ARG,DF,Fiorentina,Serie A,28.0,186,81,33,33,2830,3,1,0,0,12,0,0.1,0.03,0.13,0.1,0.13,2.6,2.6,0.3,0.08,0.01,0.09,0.08,0.09,31.4,43.0,28,31.0,11.0,1.0,11.0,29.0,37.9,18.0,269.0,105.0,39.0,193.0,72.0,4.0,54.0,20.0,0.0,34.0,32,75,192.0,1.0,18.0,0.57,13.0,1.0,0.0,2.0,2.0,3.0,0.1,1.0,0.0,0.0,1.0,1.0,0.0,996.0,1157.0,86.1,22627.0,6576.0,12.0,23.0,52.2,627.0,686.0,91.4,357.0,448.0,79.7,1,0.3,0.7,7.0,45.0,4.0,2.0,46.0,1116.0,41.0,38.0,0.0,128.0,33.0,6,0.0,0.0,0.0,0.0,823.0,122.0,212.0,176.0,885.0,62.0,3.0,3.0,1.0,23.0,8.0,13.0,1524.0,215.0,852.0,665.0,81.0,59.0,1484.0,2.0,3.0,66.7,3.0,0.0,832.0,4338.0,1714.0,905.0,882.0,97.5,3.0,5.0,34,8,23.5,1.08,0.25,0.09,0.38,0.0,0.08,0.4,0.4
Gervinho,CIV,FW,Parma,Serie A,32.0,179,65,31,27,2270,7,4,0,1,3,0,0.28,0.16,0.44,0.28,0.44,8.9,8.1,2.3,0.35,0.09,0.44,0.32,0.41,25.2,8.0,7,4.0,3.0,1.0,3.0,16.0,18.8,13.0,307.0,70.0,22.8,56.0,146.0,105.0,7.0,0.0,0.0,7.0,7,15,1.0,0.0,65.0,2.58,42.0,0.0,19.0,2.0,2.0,12.0,0.48,9.0,0.0,3.0,0.0,0.0,0.0,402.0,512.0,78.5,6253.0,1480.0,6.0,26.0,23.1,364.0,434.0,83.9,32.0,52.0,61.5,4,2.3,1.7,21.0,18.0,33.0,0.0,65.0,495.0,17.0,0.0,3.0,108.0,3.0,23,3.0,0.0,0.0,0.0,405.0,78.0,29.0,107.0,392.0,2.0,5.0,5.0,3.0,7.0,18.0,21.0,775.0,4.0,75.0,340.0,462.0,129.0,757.0,60.0,104.0,57.7,67.0,3.0,680.0,6832.0,4612.0,967.0,624.0,64.5,55.0,56.0,56,22,39.3,2.22,0.87,0.13,0.32,0.0,0.15,-1.9,-1.1
Giacomo Bonaventura,ITA,MF,Milan,Serie A,29.0,181,75,29,13,1338,3,5,0,0,2,0,0.2,0.34,0.54,0.2,0.54,3.7,3.7,2.5,0.25,0.17,0.42,0.25,0.42,14.9,19.0,14,6.0,8.0,5.0,7.0,20.0,35.0,13.0,244.0,63.0,25.8,58.0,123.0,63.0,15.0,4.0,1.0,11.0,5,24,5.0,0.0,75.0,5.04,52.0,1.0,8.0,6.0,8.0,12.0,0.81,7.0,0.0,1.0,1.0,3.0,0.0,589.0,700.0,84.1,9071.0,1831.0,35.0,54.0,64.8,472.0,529.0,89.2,82.0,117.0,70.1,5,2.5,2.5,27.0,33.0,23.0,1.0,48.0,670.0,30.0,10.0,2.0,161.0,15.0,14,15.0,6.0,4.0,2.0,535.0,92.0,73.0,105.0,567.0,17.0,1.0,5.0,2.0,5.0,5.0,20.0,887.0,16.0,96.0,431.0,427.0,62.0,862.0,27.0,38.0,71.1,29.0,1.0,686.0,4004.0,2004.0,826.0,698.0,84.5,33.0,21.0,44,14,31.8,2.96,0.94,0.07,0.21,0.0,0.09,-0.7,-0.7
Gianluca Mancini,ITA,DF,Roma,Serie A,23.0,190,77,32,31,2740,1,0,0,0,16,1,0.03,0.0,0.03,0.03,0.03,2.7,2.7,0.6,0.09,0.02,0.11,0.09,0.11,30.4,55.0,35,31.0,22.0,2.0,15.0,49.0,30.6,34.0,393.0,112.0,28.5,213.0,153.0,27.0,49.0,17.0,0.0,32.0,32,87,119.0,1.0,24.0,0.79,20.0,0.0,0.0,3.0,1.0,5.0,0.16,4.0,0.0,0.0,1.0,0.0,0.0,1500.0,1679.0,89.3,31011.0,10073.0,17.0,29.0,58.6,1072.0,1146.0,93.5,411.0,504.0,81.5,0,0.6,-0.6,9.0,79.0,13.0,0.0,98.0,1614.0,65.0,55.0,4.0,198.0,17.0,4,0.0,0.0,0.0,0.0,1350.0,126.0,203.0,169.0,1410.0,48.0,10.0,3.0,2.0,19.0,13.0,12.0,1973.0,247.0,936.0,1046.0,140.0,33.0,1913.0,10.0,14.0,71.4,10.0,0.0,1303.0,8183.0,4651.0,1410.0,1373.0,97.4,10.0,10.0,20,5,25.0,0.66,0.16,0.05,0.2,0.0,0.13,-1.7,-1.7
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,23.0,177,68,28,15,1492,0,2,0,0,6,0,0.0,0.12,0.12,0.0,0.12,1.2,1.2,2.1,0.08,0.12,0.2,0.08,0.2,16.6,51.0,33,13.0,31.0,7.0,9.0,53.0,17.0,44.0,420.0,134.0,31.9,141.0,211.0,68.0,30.0,6.0,0.0,24.0,14,65,20.0,1.0,59.0,3.56,44.0,9.0,2.0,1.0,3.0,6.0,0.36,5.0,0.0,0.0,1.0,0.0,0.0,832.0,1005.0,82.8,15375.0,3976.0,18.0,36.0,50.0,638.0,712.0,89.6,176.0,257.0,68.5,2,2.1,-0.1,29.0,90.0,27.0,2.0,103.0,922.0,83.0,37.0,2.0,177.0,45.0,18,40.0,18.0,9.0,7.0,684.0,162.0,159.0,847.0,116.0,20.0,6.0,9.0,4.0,10.0,16.0,21.0,1233.0,29.0,191.0,704.0,447.0,28.0,1156.0,38.0,68.0,55.9,41.0,1.0,893.0,6823.0,3769.0,951.0,862.0,90.6,22.0,25.0,18,3,16.7,1.09,0.18,0.0,0.0,1.0,0.07,-1.2,-1.2
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,25.0,183,83,33,33,2970,3,3,0,0,5,0,0.09,0.09,0.18,0.09,0.18,3.1,3.1,2.8,0.09,0.09,0.18,0.09,0.18,33.0,62.0,43,32.0,21.0,9.0,33.0,72.0,45.8,39.0,398.0,125.0,31.4,179.0,154.0,65.0,48.0,13.0,1.0,35.0,13,75,73.0,0.0,62.0,1.88,55.0,2.0,1.0,2.0,2.0,6.0,0.18,5.0,0.0,0.0,1.0,0.0,0.0,2003.0,2274.0,88.1,34218.0,12209.0,41.0,100.0,41.0,1632.0,1758.0,92.8,330.0,416.0,79.3,3,2.8,0.2,30.0,134.0,39.0,8.0,207.0,1981.0,293.0,74.0,4.0,293.0,46.0,53,0.0,0.0,0.0,0.0,1567.0,457.0,250.0,288.0,1673.0,52.0,219.0,6.0,1.0,19.0,21.0,69.0,2562.0,152.0,780.0,1291.0,658.0,66.0,2291.0,27.0,41.0,65.9,28.0,4.0,1785.0,9207.0,5615.0,1946.0,1842.0,94.7,28.0,20.0,22,6,27.3,0.67,0.18,0.14,0.5,0.0,0.14,-0.1,-0.1
Giovanni Simeone,ARG,FW,Cagliari,Serie A,24.0,181,81,37,34,2924,12,3,0,0,4,0,0.37,0.09,0.46,0.37,0.46,12.1,12.1,2.3,0.37,0.07,0.44,0.37,0.44,32.5,30.0,11,9.0,12.0,9.0,6.0,29.0,20.7,23.0,491.0,129.0,26.3,59.0,215.0,217.0,37.0,11.0,0.0,26.0,7,37,13.0,0.0,42.0,1.29,27.0,0.0,5.0,4.0,5.0,6.0,0.18,4.0,0.0,0.0,0.0,1.0,1.0,350.0,496.0,70.6,5265.0,783.0,15.0,45.0,33.3,296.0,395.0,74.9,39.0,56.0,69.6,3,2.3,0.7,17.0,11.0,13.0,3.0,24.0,443.0,53.0,0.0,3.0,114.0,5.0,20,0.0,0.0,0.0,0.0,313.0,116.0,67.0,51.0,359.0,46.0,0.0,12.0,0.0,6.0,19.0,30.0,910.0,24.0,81.0,438.0,448.0,144.0,857.0,32.0,64.0,50.0,35.0,2.0,593.0,4372.0,1861.0,1337.0,650.0,48.6,91.0,71.0,85,30,35.3,2.62,0.92,0.14,0.4,0.0,0.14,-0.1,-0.1
Gleison Bremer,BRA,DF,Torino,Serie A,22.0,188,80,27,27,2270,3,1,0,0,6,2,0.12,0.04,0.16,0.12,0.16,1.3,1.3,0.2,0.05,0.01,0.06,0.05,0.06,25.2,71.0,40,41.0,26.0,4.0,22.0,33.0,66.7,11.0,430.0,134.0,31.2,259.0,149.0,22.0,68.0,24.0,0.0,44.0,51,122,149.0,0.0,14.0,0.56,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.0,1125.0,81.9,19770.0,5946.0,9.0,29.0,31.0,664.0,749.0,88.7,248.0,347.0,71.5,1,0.2,0.8,3.0,35.0,4.0,0.0,52.0,1088.0,37.0,31.0,0.0,165.0,52.0,0,1.0,0.0,0.0,0.0,804.0,113.0,208.0,267.0,772.0,47.0,5.0,5.0,0.0,28.0,17.0,19.0,1482.0,197.0,839.0,670.0,65.0,21.0,1449.0,14.0,18.0,77.8,15.0,0.0,877.0,5318.0,2893.0,852.0,834.0,97.9,13.0,8.0,11,6,54.5,0.44,0.24,0.27,0.5,0.0,0.12,1.7,1.7
Gonzalo Higuaín,ARG,FW,Juventus,Serie A,31.0,186,89,32,20,1866,8,4,0,0,2,0,0.39,0.19,0.58,0.39,0.58,9.5,9.5,4.3,0.46,0.21,0.66,0.46,0.66,20.7,11.0,8,2.0,4.0,5.0,3.0,32.0,9.4,29.0,300.0,72.0,24.0,18.0,113.0,169.0,19.0,2.0,0.0,17.0,2,13,14.0,0.0,92.0,4.44,69.0,0.0,13.0,7.0,3.0,5.0,0.24,4.0,0.0,1.0,0.0,0.0,0.0,539.0,647.0,83.3,9845.0,1249.0,20.0,46.0,43.5,395.0,451.0,87.6,124.0,150.0,82.7,4,4.3,-0.3,38.0,38.0,19.0,1.0,49.0,614.0,33.0,0.0,3.0,131.0,23.0,10,0.0,0.0,0.0,0.0,429.0,133.0,85.0,81.0,550.0,8.0,1.0,6.0,0.0,7.0,14.0,21.0,855.0,16.0,49.0,401.0,460.0,129.0,822.0,28.0,41.0,68.3,31.0,0.0,584.0,3194.0,1579.0,991.0,690.0,69.6,30.0,22.0,75,32,42.7,3.62,1.54,0.11,0.25,0.0,0.13,-1.5,-1.5
Goran Pandev,MKD,FW,Genoa,Serie A,36.0,184,75,34,18,1685,9,1,0,0,6,1,0.48,0.05,0.53,0.48,0.53,5.4,5.4,2.1,0.29,0.11,0.4,0.29,0.4,18.7,11.0,6,1.0,6.0,4.0,0.0,16.0,0.0,16.0,274.0,64.0,23.4,32.0,132.0,110.0,11.0,3.0,0.0,8.0,1,12,3.0,1.0,63.0,3.36,46.0,2.0,6.0,3.0,6.0,11.0,0.59,5.0,1.0,1.0,1.0,3.0,0.0,442.0,586.0,75.4,6934.0,1911.0,25.0,53.0,47.2,353.0,441.0,80.0,64.0,92.0,69.6,1,2.1,-1.1,21.0,31.0,28.0,4.0,67.0,571.0,15.0,0.0,3.0,143.0,14.0,13,1.0,0.0,1.0,0.0,414.0,103.0,69.0,457.0,102.0,13.0,0.0,8.0,2.0,7.0,16.0,26.0,852.0,7.0,93.0,407.0,425.0,84.0,837.0,30.0,64.0,46.9,32.0,1.0,721.0,3888.0,2032.0,927.0,673.0,72.6,64.0,46.0,37,22,59.5,1.98,1.18,0.24,0.41,0.0,0.15,3.6,3.6
Granit Xhaka,SUI,MF,Arsenal,Premier League,26.0,185,80,31,30,2586,1,2,0,0,10,0,0.03,0.07,0.1,0.03,0.1,0.3,0.3,1.1,0.01,0.04,0.05,0.01,0.05,28.7,46.0,27,27.0,15.0,4.0,18.0,55.0,32.7,37.0,433.0,126.0,29.1,157.0,232.0,44.0,55.0,17.0,1.0,38.0,11,57,85.0,0.0,39.0,1.36,33.0,1.0,2.0,1.0,2.0,4.0,0.14,3.0,0.0,0.0,0.0,1.0,0.0,1656.0,1886.0,87.8,34310.0,8538.0,16.0,35.0,45.7,1187.0,1305.0,91.0,453.0,546.0,83.0,2,1.1,0.9,15.0,191.0,23.0,3.0,171.0,1822.0,64.0,52.0,3.0,379.0,76.0,13,0.0,0.0,0.0,0.0,1330.0,288.0,268.0,1477.0,281.0,80.0,12.0,4.0,8.0,21.0,24.0,26.0,2145.0,126.0,637.0,1322.0,312.0,18.0,2095.0,27.0,32.0,84.4,27.0,2.0,1528.0,7431.0,3612.0,1643.0,1559.0,94.9,10.0,12.0,11,3,27.3,0.38,0.1,0.09,0.33,0.0,0.03,0.7,0.7
Gylfi Sigurðsson,ISL,MF,Everton,Premier League,29.0,186,77,35,28,2560,2,3,1,1,3,0,0.07,0.11,0.18,0.04,0.14,4.2,3.4,4.1,0.15,0.14,0.29,0.12,0.26,28.4,60.0,45,15.0,31.0,14.0,24.0,88.0,27.3,64.0,652.0,165.0,25.3,159.0,348.0,145.0,49.0,5.0,0.0,44.0,24,84,16.0,1.0,80.0,2.81,32.0,31.0,4.0,11.0,2.0,8.0,0.28,4.0,2.0,1.0,1.0,0.0,0.0,868.0,1110.0,78.2,16900.0,5015.0,15.0,39.0,38.5,639.0,738.0,86.6,214.0,333.0,64.3,3,4.1,-1.1,46.0,95.0,27.0,5.0,139.0,975.0,135.0,42.0,3.0,160.0,51.0,47,71.0,29.0,35.0,5.0,710.0,186.0,214.0,175.0,871.0,38.0,3.0,6.0,3.0,20.0,14.0,34.0,1410.0,37.0,226.0,723.0,508.0,55.0,1273.0,23.0,38.0,60.5,26.0,2.0,858.0,3671.0,1453.0,1006.0,846.0,84.1,33.0,34.0,45,12,26.7,1.58,0.42,0.02,0.08,5.0,0.08,-2.2,-2.4
Hakan Çalhanoğlu,TUR,MF,Milan,Serie A,25.0,178,76,35,34,2704,9,9,1,1,6,0,0.3,0.3,0.6,0.27,0.57,8.1,7.4,7.0,0.27,0.23,0.51,0.25,0.48,30.0,43.0,34,18.0,19.0,6.0,10.0,37.0,27.0,27.0,539.0,158.0,29.3,106.0,272.0,161.0,33.0,3.0,0.0,30.0,28,71,24.0,0.0,127.0,4.23,90.0,21.0,9.0,5.0,2.0,14.0,0.47,9.0,1.0,2.0,2.0,0.0,0.0,1289.0,1648.0,78.2,23541.0,6107.0,25.0,55.0,45.5,980.0,1145.0,85.6,284.0,448.0,63.4,9,7.0,2.0,66.0,107.0,49.0,8.0,169.0,1495.0,153.0,45.0,8.0,275.0,76.0,60,92.0,36.0,36.0,4.0,1073.0,257.0,318.0,179.0,1396.0,32.0,13.0,11.0,9.0,25.0,34.0,46.0,1997.0,40.0,213.0,979.0,981.0,95.0,1835.0,39.0,60.0,65.0,40.0,1.0,1393.0,8645.0,4847.0,1723.0,1472.0,85.4,48.0,35.0,102,32,31.4,3.39,1.07,0.08,0.25,12.0,0.07,0.9,0.6
Hamed Junior Traorè,CIV,MF,Sassuolo,Serie A,19.0,177,68,31,20,1570,4,1,0,0,3,0,0.23,0.06,0.29,0.23,0.29,4.8,4.8,2.2,0.27,0.13,0.4,0.27,0.4,17.4,32.0,14,12.0,13.0,7.0,7.0,30.0,23.3,23.0,294.0,74.0,25.2,58.0,138.0,98.0,25.0,2.0,0.0,23.0,10,42,8.0,0.0,63.0,3.61,41.0,12.0,3.0,4.0,3.0,6.0,0.34,6.0,0.0,0.0,0.0,0.0,0.0,631.0,813.0,77.6,10357.0,2841.0,15.0,38.0,39.5,521.0,592.0,88.0,95.0,183.0,51.9,1,2.2,-1.2,30.0,54.0,26.0,1.0,88.0,723.0,90.0,17.0,7.0,174.0,32.0,22,66.0,29.0,21.0,7.0,594.0,107.0,112.0,125.0,659.0,16.0,7.0,4.0,3.0,15.0,19.0,29.0,1032.0,11.0,118.0,481.0,521.0,67.0,943.0,26.0,36.0,72.2,26.0,0.0,743.0,4811.0,2870.0,903.0,750.0,83.1,24.0,42.0,45,23,51.1,2.58,1.32,0.09,0.17,3.0,0.11,-0.8,-0.8
Hans Hateboer,NED,DF,Atalanta,Serie A,25.0,185,72,32,25,2356,0,4,0,0,10,0,0.0,0.15,0.15,0.0,0.15,1.6,1.6,3.6,0.06,0.14,0.2,0.06,0.2,26.2,42.0,24,21.0,13.0,8.0,22.0,49.0,44.9,27.0,346.0,105.0,30.3,107.0,157.0,82.0,42.0,6.0,1.0,36.0,9,51,35.0,0.0,91.0,3.48,80.0,6.0,3.0,2.0,0.0,9.0,0.34,8.0,1.0,0.0,0.0,0.0,0.0,1219.0,1438.0,84.8,18263.0,6090.0,23.0,78.0,29.5,1082.0,1200.0,90.2,114.0,160.0,71.3,4,3.6,0.4,43.0,52.0,30.0,22.0,152.0,1228.0,210.0,16.0,0.0,183.0,15.0,61,2.0,1.0,1.0,0.0,996.0,241.0,201.0,214.0,964.0,42.0,192.0,2.0,3.0,13.0,21.0,52.0,1677.0,46.0,361.0,756.0,690.0,79.0,1475.0,10.0,25.0,40.0,10.0,1.0,1097.0,6569.0,4049.0,1344.0,1177.0,87.6,26.0,20.0,19,3,15.8,0.73,0.11,0.0,0.0,0.0,0.08,-1.6,-1.6
Harry Kane,ENG,FW,Tottenham,Premier League,26.0,188,89,29,29,2587,18,2,2,2,4,0,0.63,0.07,0.7,0.56,0.63,10.5,9.0,2.3,0.37,0.08,0.45,0.31,0.39,28.7,20.0,14,5.0,13.0,2.0,6.0,19.0,31.6,13.0,448.0,100.0,22.3,23.0,219.0,206.0,31.0,12.0,0.0,19.0,4,24,30.0,0.0,53.0,1.84,37.0,0.0,7.0,4.0,5.0,6.0,0.21,3.0,0.0,0.0,2.0,1.0,0.0,394.0,592.0,66.6,6934.0,1849.0,13.0,49.0,26.5,297.0,400.0,74.3,84.0,143.0,58.7,2,2.3,-0.3,24.0,48.0,17.0,3.0,67.0,561.0,31.0,5.0,6.0,184.0,17.0,22,0.0,0.0,0.0,0.0,315.0,164.0,113.0,63.0,434.0,32.0,6.0,9.0,2.0,14.0,19.0,33.0,923.0,39.0,85.0,468.0,432.0,132.0,886.0,28.0,59.0,47.5,34.0,3.0,607.0,3924.0,2020.0,1328.0,689.0,51.9,52.0,43.0,78,34,43.6,2.71,1.18,0.21,0.47,7.0,0.12,7.5,7.0
